Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Time,Location,Instructor,Total,Seats Remaining,Has WL,
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","50049","Urban Planning (UP) Open Sections"," 680","021","Directed Study","IND"," I ","","","","","","","","ARR","ARR","Norton","  25","  24","N",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","51134","Urban Planning (UP) Open Sections"," 680","024","Directed Study","IND"," I ","","","","","","","","ARR","ARR","Larsen","  25","  24","N",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","51106","Urban Planning (UP) Open Sections"," 680","030","Directed Study","IND"," I ","","","","","","","","ARR","ARR","Campbell","  25","  24","N",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","51133","Urban Planning (UP) Open Sections"," 680","032","Directed Study","IND"," I ","","","","","","","","ARR","ARR","Shatkin","  25","  23","N",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","48335","Urban Planning (UP) Open Sections"," 680","046","Directed Study","IND"," I ","","","","","","","","ARR","ARR","Leinberger","  25","  25","N",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","43791","Urban Planning (UP) Open Sections"," 696","001","Grad Exper Cse","SEM","P R","","","W","","","","","1-3PM","1028 DANA","Jones","  28","  10","N",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","48009","Urban Planning (UP) Open Sections"," 696","002","Grad Exper Cse","SEM","P  ","M","","","","","","","630-8PM","2108 A&AB","Kelbaugh","  40","   4","N",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","","Urban Planning (UP) Open Sections"," 696","","Grad Exper Cse","SEM","P  ","","","","TH","","","","630-8PM","2108 A&AB","","  40","   4","N",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","27293","Urban Planning (UP) Open Sections"," 733","001","Thesis","IND"," I ","","","","","","","","ARR","ARR","","  35","  35","N",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","40315","Urban Planning (UP) Open Sections"," 734","001","Prof Project","IND"," I ","","","","","","","","ARR","ARR","","  25","  25","N",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","10163","Urban Planning (UP) Open Sections"," 835","001","PhD Research Sem","SEM","PI ","M","","","","","","","130-430PM","2227 A&AB","Shatkin","  35","  29","N",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","50551","Urban Planning (UP) Open Sections"," 990","005","PhD Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Dewar","  25","  24","N",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","50601","Urban Planning (UP) Open Sections"," 990","008","PhD Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Deng","  25","  24","N",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","50652","Urban Planning (UP) Open Sections"," 990","032","PhD Diss-Precand","IND","   ","","","","","","","","ARR","ARR","Shatkin","  25","  24","N",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","10167","Urban Planning (UP) Open Sections"," 993","001","Teach Meth Gsi","SEM","P  ","","","","","","","","ARR","ARR","Norton","  35","  17","N",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","49808","Urban Planning (UP) Open Sections"," 995","021","PhD Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Norton","  25","  24","N",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","49371","Urban Planning (UP) Open Sections"," 995","023","PhD Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Levine","  25","  20","N",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","49806","Urban Planning (UP) Open Sections"," 995","024","PhD Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Larsen","  25","  23","N",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","50653","Urban Planning (UP) Open Sections"," 995","030","PhD Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Campbell","  25","  25","N",
"Fall 2010","Regular Academic Session","Architecture & Urban Planning","49807","Urban Planning (UP) Open Sections"," 995","032","PhD Diss-Cand","IND","  R","","","","","","","","ARR","ARR","Shatkin","  25","  22","N",
"Fall 2010","Regular Academic Session","Art and Design","27509","Art and Design (ARTDES) Open Sections"," 170","001","Drawing","LAB","P R","M","","W","","","","","830-1130AM","BURSLEY","Burgard","  22","   4","N",
"Fall 2010","Regular Academic Session","Art and Design","31939","Art and Design (ARTDES) Open Sections"," 170","002","Drawing","LAB","P R","","T","","TH","","","","130-430PM","BURSLEY","Luchs","  22","   5","N",
"Fall 2010","Regular Academic Session","Art and Design","31941","Art and Design (ARTDES) Open Sections"," 170","003","Drawing","LAB","P R","","T","","TH","","","","6-9PM","2057 A&AB","Thayer","  22","   2","N",
"Fall 2010","Regular Academic Session","Art and Design","31943","Art and Design (ARTDES) Open Sections"," 170","004","Drawing","LAB","P R","","T","","TH","","","","6-9PM","2058 A&AB","Barry","  22","   4","N",
"Fall 2010","Regular Academic Session","Art and Design","35969","Art and Design (ARTDES) Open Sections"," 170","005","Drawing","LAB","P R","M","","W","","","","","6-9PM","2044 A&AB","VanVoorhis","  22","   3","N",
"Fall 2010","Regular Academic Session","Art and Design","35971","Art and Design (ARTDES) Open Sections"," 170","006","Drawing","LAB","P R","M","","W","","","","","6-9PM","2058 A&AB","Rubin","  22","   4","N",
"Fall 2010","Regular Academic Session","Art and Design","39281","Art and Design (ARTDES) Open Sections"," 171","001","Printmaking","LAB","P R","","T","","TH","","","","830-1130AM","2143 A&AB","Luchs","  22","   8","N",
"Fall 2010","Regular Academic Session","Art and Design","39283","Art and Design (ARTDES) Open Sections"," 172","001","Painting","LAB","P R","M","","W","","","","","1-4PM","2094 A&AB","Brienza","  22","   7","N",
"Fall 2010","Regular Academic Session","Art and Design","39287","Art and Design (ARTDES) Open Sections"," 174","001","Watercolor","LAB","P R","M","","W","","","","","830-1130AM","2062 A&AB","Ahmadi","  22","  10","N",
"Fall 2010","Regular Academic Session","Art and Design","39289","Art and Design (ARTDES) Open Sections"," 175","001","Life Drawing","LAB","P R","M","","W","","","","","6-9PM","2057 A&AB","Thayer","  22","   9","N",
"Fall 2010","Regular Academic Session","Art and Design","39291","Art and Design (ARTDES) Open Sections"," 176","001","Graphic Imaging","LAB","P R","M","","W","","","","","7-10PM","2043 A&AB","Greene","  22","   8","N",
"Fall 2010","Regular Academic Session","Art and Design","28749","Art and Design (ARTDES) Open Sections"," 230","005","CFC II: Culture","LAB","P R","","T","","TH","","","","7-10PM","2023 A&AB","Ahmadi","  15","   1","Y",
"Fall 2010","Regular Academic Session","Art and Design","32021","Art and Design (ARTDES) Open Sections"," 250","003","ADP III: Tech/Envrmt","DIS","P R","","T","","","","","","1230-130PM","1006 A&AB","Trumpey, Rotz","  15","   1","Y",
"Fall 2010","Regular Academic Session","Art and Design","32025","Art and Design (ARTDES) Open Sections"," 250","005","ADP III: Tech/Envrmt","DIS","P R","","T","","","","","","1230-130PM","2023 A&AB","Trumpey, Wessler","  15","   3","Y",
"Fall 2010","Regular Academic Session","Art and Design","32029","Art and Design (ARTDES) Open Sections"," 250","007","ADP III: Tech/Envrmt","DIS","P R","","T","","","","","","1230-130PM","2062 A&AB","Trumpey, Preston","  15","   1","Y",
"Fall 2010","Regular Academic Session","Art and Design","32033","Art and Design (ARTDES) Open Sections"," 250","009","ADP III: Tech/Envrmt","DIS","P R","","T","","","","","","1230-130PM","2043 A&AB","Trumpey, White","  15","   2","Y",
"Fall 2010","Regular Academic Session","Art and Design","28617","Art and Design (ARTDES) Open Sections"," 250","001","ADP III: Tech/Envrmt","LEC","S  ","M","","W","","","","","1130-1230PM","STAMPS","Trumpey"," "," "," ",
"Fall 2010","Regular Academic Session","Art and Design","28619","Art and Design (ARTDES) Open Sections"," 260","001","Lecture Series III","LEC","P R","","","","TH","","","","5-630PM","ARR","Schmidt, Chen"," 150","  13","N",
"Fall 2010","Regular Academic Session","Art and Design","30503","Art and Design (ARTDES) Open Sections"," 300","001","Adv Studio Topic","LAB","P R","","T","","TH","","","","130-430PM","1258 A&AB","Andersen","  20","  12","Y",
"Fall 2010","Regular Academic Session","Art and Design","32039","Art and Design (ARTDES) Open Sections"," 300","003","Adv Studio Topic","LAB","P R","","T","","TH","","","","830-1130AM","2094 A&AB","Cogswell Jr","  19","   1","Y",
"Fall 2010","Regular Academic Session","Art and Design","32043","Art and Design (ARTDES) Open Sections"," 300","005","Adv Studio Topic","LAB","P R","M","","W","","","","","130-430PM","2216 A&AB","Hesseltine","  20","   1","Y",
"Fall 2010","Regular Academic Session","Art and Design","32045","Art and Design (ARTDES) Open Sections"," 300","006","Adv Studio Topic","LAB","P R","M","","W","","","","","830-1130AM","1269 A&AB","Inuzuka","  20","   1","Y",
"Fall 2010","Regular Academic Session","Art and Design","32047","Art and Design (ARTDES) Open Sections"," 300","007","Adv Studio Topic","LAB","P R","","T","","TH","","","","130-430PM","1108 A&AB","Khan","  10","   3","Y",
"Fall 2010","Regular Academic Session","Art and Design","32051","Art and Design (ARTDES) Open Sections"," 300","009","Adv Studio Topic","LAB","P R","M","","W","","","","","130-430PM","1262 A&AB","Marinaro","  20","   6","Y",
"Fall 2010","Regular Academic Session","Art and Design","32061","Art and Design (ARTDES) Open Sections"," 300","014","Adv Studio Topic","LAB","P R","M","","W","","","","","7-10PM","2114 A&AB","Pachikara","  20","   5","Y",
"Fall 2010","Regular Academic Session","Art and Design","","Art and Design (ARTDES) Open Sections"," 300","","Adv Studio Topic","LAB","P R","M","","W","","","","","7-10PM","2006 A&AB","","  20","   5","Y",
"Fall 2010","Regular Academic Session","Art and Design","38925","Art and Design (ARTDES) Open Sections"," 300","025","Adv Studio Topic","LAB","P R","M","","W","","","","","3-5PM","ARR","Papalambros","   5","   3","Y",
"Fall 2010","Regular Academic Session","Art and Design","32073","Art and Design (ARTDES) Open Sections"," 300","026","Adv Studio Topic","LAB","P R","","","W","","","","","6-9PM","ARR","Jackson","  20","   5","Y",
"Fall 2010","Regular Academic Session","Art and Design","46770","Art and Design (ARTDES) Open Sections"," 300","029","Adv Studio Topic","LAB","P R","M","","W","","","","","130-430PM","2044 A&AB","Moss","  20","   7","Y",
"Fall 2010","Regular Academic Session","Art and Design","42803","Art and Design (ARTDES) Open Sections"," 303","001","Special Topics Sem","SEM","P R","","T","","TH","","","","10-1130AM","ARR","West","   5","   5","Y",
"Fall 2010","Regular Academic Session","Art and Design","46560","Art and Design (ARTDES) Open Sections"," 310","006","Outreach Studio Topc","LAB","P  ","","","","","F","","","9-12PM","2058 A&AB","Manos","  20","   4","Y",
"Fall 2010","Regular Academic Session","Art and Design","","Art and Design (ARTDES) Open Sections"," 310","","Outreach Studio Topc","LAB","P  ","","","","","F","","","1-4PM","2058 A&AB","","  20","   4","Y",
"Fall 2010","Regular Academic Session","Art and Design","38909","Art and Design (ARTDES) Open Sections"," 320","001","Exchange Program","LAB","PD ","","","","","","","","ARR","ARR","","  25","  24","N",
"Fall 2010","Regular Academic Session","Art and Design","51138","Art and Design (ARTDES) Open Sections"," 350","028","Independent Study","IND"," D ","","","","","","","","ARR","ARR","Rowden","  25","  24","N",
"Fall 2010","Regular Academic Session","Art and Design","51059","Art and Design (ARTDES) Open Sections"," 350","076","Independent Study","IND"," D ","","","","","","","","ARR","ARR","Paul","  25","  24","N",
"Fall 2010","Regular Academic Session","Art and Design","48850","Art and Design (ARTDES) Open Sections"," 350","136","Independent Study","IND"," D ","","","","","","","","ARR","ARR","Mondro","  25","  24","N",
"Fall 2010","Regular Academic Session","Art and Design","51622","Art and Design (ARTDES) Open Sections"," 350","175","Independent Study","IND"," D ","","","","","","","","ARR","ARR","Poskovic","  25","  24","N",
"Fall 2010","Regular Academic Session","Art and Design","30505","Art and Design (ARTDES) Open Sections"," 360","001","Lecture Series V","LEC","P R","","","","TH","","","","5-630PM","ARR","Schmidt, Chen"," 150","  51","N",
"Fall 2010","Regular Academic Session","Art and Design","10171","Art and Design (ARTDES) Open Sections"," 400","001","Int Project I","LAB","PDR","","T","","TH","","","","9-1130AM","2147 A&AB","Rodemer, Smith, Darby, Bult","  20","   1","N",
"Fall 2010","Regular Academic Session","Art and Design","","Art and Design (ARTDES) Open Sections"," 400","","Int Project I","LAB","P R","","T","","","","","","1230-130PM","2104 A&AB","","  20","   1","N",
"Fall 2010","Regular Academic Session","Art and Design","","Art and Design (ARTDES) Open Sections"," 400","","Int Project I","LAB","P R","","T","","TH","","","","130-430PM","ARR","","  20","   1","N",
"Fall 2010","Regular Academic Session","Art and Design","32139","Art and Design (ARTDES) Open Sections"," 400","002","Int Project I","LAB","PDR","M","","W","","","","","9-1130AM","2147 A&AB","Nunoo-Quarcoo, Marshall, Stacks, Kannenberg","  20","   2","N",
"Fall 2010","Regular Academic Session","Art and Design","","Art and Design (ARTDES) Open Sections"," 400","","Int Project I","LAB","P R","","T","","","","","","1230-130PM","ARR","","  20","   2","N",
"Fall 2010","Regular Academic Session","Art and Design","","Art and Design (ARTDES) Open Sections"," 400","","Int Project I","LAB","P R","M","","W","","","","","130-430PM","ARR","","  20","   2","N",
"Fall 2010","Regular Academic Session","Art and Design","33835","Art and Design (ARTDES) Open Sections"," 400","004","Int Project I","LAB","PDR","","T","","TH","","","","2-430PM","2062 A&AB","Porter, Jackson, Ma, Borowski","  20","   5","N",
"Fall 2010","Regular Academic Session","Art and Design","","Art and Design (ARTDES) Open Sections"," 400","","Int Project I","LAB","P R","","T","","","","","","1230-130PM","ARR","","  20","   5","N",
"Fall 2010","Regular Academic Session","Art and Design","","Art and Design (ARTDES) Open Sections"," 400","","Int Project I","LAB","P R","","T","","TH","","","","830-1130AM","ARR","","  20","   5","N",
"Fall 2010","Regular Academic Session","Art and Design","32199","Art and Design (ARTDES) Open Sections"," 460","001","Lecture Series VII","LEC","P R","","","","TH","","","","5-630PM","ARR","Schmidt, Chen"," 150","  53","N",
"Fall 2010","Regular Academic Session","Art and Design","10173","Art and Design (ARTDES) Open Sections"," 600","001","Entrance Seminar","SEM","PD ","M","","","","","","","630-930PM","ARR","Van Gent","  10","   3","Y",
"Fall 2010","Regular Academic Session","Art and Design","43545","Art and Design (ARTDES) Open Sections"," 611","001","Dir Studio Practice","LAB","PD ","","","","","","","","ARR","ARR","","   1","   1","N",
